RSTA-RXN RSTB-RXN
TAGAALDOL-RXN TAGAKIN-RXN
GCVMULTI-RXN DIHYDROFOLATEREDUCT-RXN
GART-RXN DIHYDROFOLATEREDUCT-RXN
GCVT-RXN DIHYDROFOLATEREDUCT-RXN
FORMATETHFLIG-RXN DIHYDROFOLATEREDUCT-RXN
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN DIHYDROFOLATEREDUCT-RXN
AICARTRANSFORM-RXN DIHYDROFOLATEREDUCT-RXN
RXN-2881 DIHYDROFOLATEREDUCT-RXN
GLYOHMETRANS-RXN DIHYDROFOLATEREDUCT-RXN
HOMOCYSMETB12-RXN DIHYDROFOLATEREDUCT-RXN
TRANS-RXN-30 RXN-12402
RXN0-266 RXN-12402
ALDOSE-1-EPIMERASE-RXN RXN-12402
GLUCDEHYDROG-RXN RXN-12402
ABC-33-RXN RXN-12402
3.2.1.21-RXN RXN-12402
GLUCOKIN-RXN RXN-12402
MALTODEG-RXN RXN-12402
RXN0-6372 RXN-12402
RXN0-6373 RXN-12402
AMYLOMALT-RXN RXN-12402
RXN0-5001 RXN-12402
TRANS-RXN-157 RXN-12402
RXN0-6418 RXN-12402
MCPTSR-RXN CHERTSRM-RXN
RXN0-6256 PRODISULFREDUCT-A-RXN
GLUTAREDOXIN-RXN PRODISULFREDUCT-A-RXN
GLUTATHIONE-REDUCT-NADPH-RXN PRODISULFREDUCT-A-RXN
RXN-982 PRODISULFREDUCT-A-RXN
RIBOFLAVINSYNREDUC-RXN RIBOFLAVINSYNDEAM-RXN
TRANS-RXN-108F CYTIDEAM-RXN
DURIDKI-RXN CYTIDEAM-RXN
URA-PHOSPH-RXN CYTIDEAM-RXN
THIFIS-RXN THIFAMP-RXN
METHYLENETHFDEHYDROG-NADP-RXN RXN-2881
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN RXN-2881
THYMIDYLATESYN-RXN RXN-2881
1.5.1.20-RXN RXN-2881
GLYOHMETRANS-RXN RXN-2881
GDPPYPHOSKIN-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
RXN0-748 ADENYLOSUCCINATE-SYNTHASE-RXN
GDPKIN-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
GUANYL-KIN-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
GUANOSINE-DIPHOSPHATASE-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
AMPSYN-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
GDPREDUCT-RXN ADENYLOSUCCINATE-SYNTHASE-RXN
DIAMTRANSAM-RXN DIAMACTRANS-RXN
RXN0-5216 RXN0-2522
RXN0-2142 RXN0-2141
RXN0-2144 RXN0-2142
RXN-10654 RXN0-2145
RXN-11396 RXN-11410
RXN0-2145 RXN0-2144
ABC-32-RXN THIKIN-RXN
THI-P-KIN-RXN THIKIN-RXN
THI-P-SYN-RXN THIKIN-RXN
RXN0-2943 DHBAMPLIG-RXN
RXN0-6442 DHBAMPLIG-RXN
ENTMULTI-RXN DHBAMPLIG-RXN
ENTG-RXN DHBAMPLIG-RXN
RXN0-6258 TRANS-RXN0-162
HEMEOSYN-RXN TRANS-RXN0-162
RXN-8073 TRANS-RXN0-162
RXN0-6507 RCSC-RXN
3.1.3.74-RXN PNPOXI-RXN
RXN0-5240 PNPOXI-RXN
PYRDAMPTRANS-RXN PNPOXI-RXN
RXN0-299 ABC-64-RXN
RIBONUCLEOSIDE-DIP-REDUCTI-RXN 1.8.4.14-RXN
1.8.4.12-RXN 1.8.4.14-RXN
RXN0-6385 1.8.4.14-RXN
RXN0-6277 1.8.4.14-RXN
THIOREDOXIN-REDUCT-NADPH-RXN 1.8.4.14-RXN
RXN-8668 1.8.4.14-RXN
ADPREDUCT-RXN 1.8.4.14-RXN
RXN0-5194 3.1.3.16-RXN
3.4.21.92-RXN 3.1.3.16-RXN
RXN0-6366 3.1.3.16-RXN
3.4.21.87-RXN 3.1.3.16-RXN
RXN0-5103 3.1.3.16-RXN
RXN0-3261 3.1.3.16-RXN
LEUCYLTRANSFERASE-RXN 3.1.3.16-RXN
RXN0-5052 3.1.3.16-RXN
RXN0-5051 3.1.3.16-RXN
RXN0-5204 3.1.3.16-RXN
3.4.21.53-RXN 3.1.3.16-RXN
3.4.21.102-RXN 3.1.3.16-RXN
3.4.24.55-RXN 3.1.3.16-RXN
PROTEIN-KINASE-RXN 3.1.3.16-RXN
RXN0-3221 3.1.3.16-RXN
RXN0-5108 GMP-SYN-GLUT-RXN
GMP-REDUCT-RXN GMP-SYN-GLUT-RXN
COBALAMINSYN-RXN GMP-SYN-GLUT-RXN
RXN-7609 GMP-SYN-GLUT-RXN
GUANYL-KIN-RXN GMP-SYN-GLUT-RXN
GUANPRIBOSYLTRAN-RXN GMP-SYN-GLUT-RXN
PANTOTHENATE-KIN-RXN PANTOATE-BETA-ALANINE-LIG-RXN
TRANS-RXN-117 PANTOATE-BETA-ALANINE-LIG-RXN
PYRIMSYN1-RXN QUERCETIN-23-DIOXYGENASE-RXN
ACONITATEHYDR-RXN ISOCIT-CLEAV-RXN
RXN0-5239 ISOCIT-CLEAV-RXN
RXN0-4462 ISOCIT-CLEAV-RXN
4OH2OXOGLUTARALDOL-RXN ISOCIT-CLEAV-RXN
GLYOXYLATE-REDUCTASE-NADP+-RXN ISOCIT-CLEAV-RXN
MALSYN-RXN ISOCIT-CLEAV-RXN
HYDGLUTSYN-RXN ISOCIT-CLEAV-RXN
GLYCOLATEDEHYDRO-RXN ISOCIT-CLEAV-RXN
GLYOCARBOLIG-RXN ISOCIT-CLEAV-RXN
RXN0-1982 ISOCIT-CLEAV-RXN
RXN-9951 ISOCIT-CLEAV-RXN
HISTALDEHYD-RXN HISTOLDEHYD-RXN
3.1.13.3-RXN 3.1.26.4-RXN
RXN0-4223 3.1.26.4-RXN
RXN0-4961 3.1.26.4-RXN
3.6.1.19-RXN 3.1.26.4-RXN
RXN0-6525 3.1.26.4-RXN
3.1.13.5-RXN 3.1.26.4-RXN
3.1.11.1-RXN 3.1.26.4-RXN
3.1.11.2-RXN 3.1.26.4-RXN
DEOXYRIBOSE-P-ALD-RXN D-PPENTOMUT-RXN
CYT-ACC-RXN DMKCYT-RXN
CYTC-RED-RXN DMKCYT-RXN
DMK-FE-RXN DMKCYT-RXN
CYTD-RED-RXN DMKCYT-RXN
2.9.1.1-RXN RXN0-2161
RXN0-5185 GLUCONOKIN-RXN
PGLUCONDEHYDRAT-RXN GLUCONOKIN-RXN
6PGLUCONDEHYDROG-RXN GLUCONOKIN-RXN
RXN0-385 GMKALT-RXN
DGDPKIN-RXN GMKALT-RXN
HISTOLDEHYD-RXN HISTIDPHOS-RXN
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN 3.1.27.6-RXN
RXN0-5510 3.1.27.6-RXN
RXN0-6381 3.1.27.6-RXN
RXN0-6526 3.1.27.6-RXN
RXN0-6527 3.1.27.6-RXN
RXN0-6528 3.1.27.6-RXN
RXN0-5509 3.1.27.6-RXN
RXN0-6529 3.1.27.6-RXN
RXN0-6523 3.1.27.6-RXN
5.3.3.14-RXN RXN-9655
RXN-9660 RXN-9655
FABAUNSATDEHYDR-RXN RXN-9655
TRANS-RXN0-465 RXN-8974
ARGININE--TRNA-LIGASE-RXN RXN0-2162
RXN0-272 RXN0-2162
ARGSUCCINLYA-RXN RXN0-2162
ABC-4-RXN RXN0-2162
AGMATIN-RXN RXN0-2162
ARGDECARBOX-RXN RXN0-2162
ARGININE-N-SUCCINYLTRANSFERASE-RXN RXN0-2162
RXN0-3261 RXN0-2162
RXN0-5345 RXN0-2162
RXN-9527 RXN-9659
RXN-5741 RXN-9659
RXN0-947 RXN-9659
R143-RXN 1.1.1.215-RXN
1.1.1.274-RXN 1.1.1.215-RXN
GLUCONOLACT-RXN 1.1.1.215-RXN
TRANS-RXN0-209 1.1.1.215-RXN
GLUCONATE-5-DEHYDROGENASE-RXN 1.1.1.215-RXN
YIAE2-RXN 1.1.1.215-RXN
GLUCONOKIN-RXN 1.1.1.215-RXN
RXN0-5195 TRANS-RXN0-181
RXN0-3182 TRANS-RXN0-181
3.4.11.2-RXN TRANS-RXN0-181
RXN-9516 RXN-9657
RXN-9523 RXN-9658
RXN-9659 4.2.1.59-RXN
RXN0-6705 RXN-9663
RXN-9549 RXN-9663
MYRISTOYLACYLTRAN-RXN RXN-9662
RXN-9539 RXN-9662
MYRPALMTRAN-RXN RXN-9662
PHOSNACMURPENTATRANS-RXN UNDECAPRENYL-DIPHOSPHATASE-RXN
RXN0-3521 UNDECAPRENYL-DIPHOSPHATASE-RXN
GLCNACPTRANS-RXN UNDECAPRENYL-DIPHOSPHATASE-RXN
RXN0-5383 UNDECAPRENYL-DIPHOSPHATASE-RXN
RXN-9535 RXN-9661
3.1.2.21-RXN RXN-9661
LAUROYLACYLTRAN-RXN RXN-9661
RXN-9531 RXN-9660
ENOYL-COA-HYDRAT-RXN TRANSENOYLCOARED-RXN
ACYLCOADEHYDROG-RXN TRANSENOYLCOARED-RXN
ENOYL-COA-DELTA-ISOM-RXN TRANSENOYLCOARED-RXN
RXN0-2141 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-11479 MALONYL-COA-ACP-TRANSACYL-RXN
MALONYL-ACPDECARBOX-RXN MALONYL-COA-ACP-TRANSACYL-RXN
2.3.1.180-RXN MALONYL-COA-ACP-TRANSACYL-RXN
3-OXOACYL-ACP-SYNTH-BASE-RXN MALONYL-COA-ACP-TRANSACYL-RXN
2.3.1.179-RXN MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9531 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9516 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9535 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9523 MALONYL-COA-ACP-TRANSACYL-RXN
RXN0-5055 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9539 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9527 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-10658 MALONYL-COA-ACP-TRANSACYL-RXN
3-OXOACYL-ACP-SYNTH-RXN MALONYL-COA-ACP-TRANSACYL-RXN
RXN-10654 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-11475 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-11474 MALONYL-COA-ACP-TRANSACYL-RXN
RXN-9310 2.5.1.64-RXN
3.1.3.74-RXN PMPOXI-RXN
RXN0-5240 PMPOXI-RXN
PYRDAMPTRANS-RXN PMPOXI-RXN
RXN0-5297 TRANS-RXN-153A
HCAMULTI-RXN RXN0-4101
TRANS-RXN0-282 RXN0-4101
RXN0-6938 RXN0-2181
ABC-10-RXN RXN0-2181
RXN0-1682 RXN0-2181
3-ISOPROPYLMALDEHYDROG-RXN RXN-8991
DMK-RXN RXN-8992
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN RXN-8992
LEUCINE--TRNA-LIGASE-RXN ABC-35-RXN
RXN0-261 ABC-35-RXN
TRANS-RXN-126B ABC-35-RXN
BRANCHED-CHAINAMINOTRANSFERLEU-RXN ABC-35-RXN
TRANS-RXN0-270 ABC-35-RXN
PROPKIN-RXN PTAALT-RXN
PHOSPHAGLYPSYN-RXN CDPDIGLYSYN-RXN
PHOSPHASERSYN-RXN CDPDIGLYSYN-RXN
CDPDIGLYPYPHOSPHA-RXN CDPDIGLYSYN-RXN
H2NEOPTERINALDOL-RXN DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
RXN-10856 DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN
RXN0-2461 RXN-12440
RXN-3521 RXN-12440
RXN-12862 RXN-12440
RXN-10981 RXN-12440
RXN-12876 RXN-12440
TRANS-RXN-44 RXN0-2561
RXN0-283 RXN0-2561
TRANS-RXN-126B RXN0-2561
TRANS-RXN-126A RXN0-2561
TRANS-RXN-94A RXN0-2561
TRANS-RXN0-235 RXN0-2561
TRANS-RXN-92 RXN0-2561
TRANS-RXN-125 RXN0-2561
TRANS-RXN-126 RXN0-2561
TRANS-RXN-130 RXN0-2561
TRANS-RXN-118 RXN0-2561
TRANS-RXN-101 RXN0-2561
TRANS-RXN-128 RXN0-2561
TRANS-RXN-129 RXN0-2561
TRANS-RXN-117 RXN0-2561
RXN0-4083 RXN0-2561
TRANS-RXN0-493 RXN0-2561
TRANS-RXN-122 RXN0-2561
RXN-8991 3-ISOPROPYLMALISOM-RXN
FMNREDUCT-RXN RXN-12444
RXN0-6444 RXN-12444
RXN0-280 RXN-12444
RIBOFLAVINKIN-RXN RXN-12445
NADPH-DEHYDROGENASE-FLAVIN-RXN RXN-12445
RXN0-2361 UDPNACETYLMURAMATEDEHYDROG-RXN
UDP-NACMUR-ALA-LIG-RXN UDPNACETYLMURAMATEDEHYDROG-RXN
MALATE-DEH-RXN FUMHYDR-RXN
MALATE-DEHYDROGENASE-ACCEPTOR-RXN FUMHYDR-RXN
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN FUMHYDR-RXN
MALOX-RXN FUMHYDR-RXN
TRANS-RXN-106 FUMHYDR-RXN
TRANS-RXN-106B FUMHYDR-RXN
ARGSUCCINLYA-RXN FUMHYDR-RXN
ASPARTASE-RXN FUMHYDR-RXN
R601-RXN FUMHYDR-RXN
TRANS-RXN-121A FUMHYDR-RXN
TRANS-RXN-121B FUMHYDR-RXN
RXN-9772 FUMHYDR-RXN
UNDECAPRENYL-DIPHOSPHATASE-RXN RXN-8999
RXN0-5383 RXN-8999
COBALAMINSYN-RXN RIBAZOLEPHOSPHAT-RXN
COBALAMIN5PSYN-RXN RIBAZOLEPHOSPHAT-RXN
TRANS-RXN-123 GALACTUROISOM-RXN
ALTRO-OXIDOREDUCT-RXN GALACTUROISOM-RXN
HOMOCYSMETB12-RXN CYSTATHIONINE-BETA-LYASE-RXN
HOMOCYSMET-RXN CYSTATHIONINE-BETA-LYASE-RXN
RXN0-5501 CYSTATHIONINE-BETA-LYASE-RXN
ACSERLY-RXN DCYSDESULF-RXN
RXN0-6385 DCYSDESULF-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN DCYSDESULF-RXN
CREC-RXN CREB-RXN
3.5.1.28-RXN 2.4.1.129-RXN
3.2.1.17-RXN 2.4.1.129-RXN
UNDECAPRENYL-DIPHOSPHATASE-RXN 2.4.1.129-RXN
RXN0-5383 2.4.1.129-RXN
URACIL-PRIBOSYLTRANS-RXN OROPRIBTRANS-RXN
XANPRIBOSYLTRAN-RXN OROPRIBTRANS-RXN
NICOTINATEPRIBOSYLTRANS-RXN OROPRIBTRANS-RXN
PRTRANS-RXN OROPRIBTRANS-RXN
PRPPAMIDOTRANS-RXN OROPRIBTRANS-RXN
QUINOPRIBOTRANS-RXN OROPRIBTRANS-RXN
GUANPRIBOSYLTRAN-RXN OROPRIBTRANS-RXN
PRPPSYN-RXN OROPRIBTRANS-RXN
HYPOXANPRIBOSYLTRAN-RXN OROPRIBTRANS-RXN
OROTPDECARB-RXN OROPRIBTRANS-RXN
RXN0-6490 OROPRIBTRANS-RXN
ATPPHOSPHORIBOSYLTRANS-RXN OROPRIBTRANS-RXN
TRANS-RXN-121C OROPRIBTRANS-RXN
ACSERLY-RXN SULFITE-REDUCT-RXN
DCYSDESULF-RXN SULFITE-REDUCT-RXN
RXN0-6385 SULFITE-REDUCT-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN SULFITE-REDUCT-RXN
RXN0-5108 RXN0-4121
GMP-REDUCT-RXN RXN0-4121
COBALAMINSYN-RXN RXN0-4121
RXN-7609 RXN0-4121
GUANYL-KIN-RXN RXN0-4121
GUANPRIBOSYLTRAN-RXN RXN0-4121
DIACYLGLYKIN-RXN 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
RXN0-4461 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
CDPDIGLYSYN-RXN 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
CDPDIGLYPYPHOSPHA-RXN 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN 2-OCTAPRENYLPHENOL-HYDROX-RXN
RXN0-5243 TRANS-RXN-155B
PHENPRODIOLDEHYDROG-RXN HCAMULTI-RXN
RXN-9550 PALMITOTRANS-RXN
RXN0-5057 PALMITOTRANS-RXN
MYRPALMTRAN-RXN PALMITOTRANS-RXN
LAUROYLACYLTRAN-RXN PALMITOTRANS-RXN
KDOTRANS2-RXN PALMITOTRANS-RXN
RXN0-4581 PALMITOTRANS-RXN
2.3.1.179-RXN PALMITOTRANS-RXN
RXN0-5195 3.4.11.2-RXN
RXN0-3182 3.4.11.2-RXN
TRANS-RXN0-181 3.4.11.2-RXN
TRANS-RXN-132 RXN0-2584
RXN0-2602 RXN0-2584
URACIL-PRIBOSYLTRANS-RXN RXN0-2584
3.1.21.2-RXN RXN0-2584
URPHOS-RXN RXN0-2584
RXN0-5398 RXN0-2584
URA-PHOSPH-RXN RXN0-2584
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN RXN0-2584
RXN0-5332 RXN0-2584
RXN0-6444 RXN0-2584
O-SUCCINYLBENZOATE-COA-LIG-RXN O-SUCCINYLBENZOATE-COA-SYN-RXN
RIBONUCLEOSIDE-DIP-REDUCTI-RXN 1.8.4.13-RXN
1.8.4.12-RXN 1.8.4.13-RXN
RXN0-6385 1.8.4.13-RXN
RXN0-6277 1.8.4.13-RXN
THIOREDOXIN-REDUCT-NADPH-RXN 1.8.4.13-RXN
RXN-8668 1.8.4.13-RXN
ADPREDUCT-RXN 1.8.4.13-RXN
RXN0-6549 GST-RXN
RXN0-11 GST-RXN
RXN0-21 GST-RXN
RXN-12864 GST-RXN
PRODISULFREDUCT-A-RXN GST-RXN
RXN0-6256 GST-RXN
GLUTATHIONE-PEROXIDASE-RXN GST-RXN
TRANS-RXN-139 GST-RXN
GLYOXI-RXN GST-RXN
RXN0-2501 GST-RXN
GSPSYN-RXN GST-RXN
RXN-2961 GST-RXN
ALADEHYDCHLORO-RXN GST-RXN
RXN-12104 RXN0-1342
TRANS-RXN0-447 RXN0-1342
DEOXYADENPHOSPHOR-RXN RXN0-1342
ADENINE-DEAMINASE-RXN RXN0-1342
ADENPHOSPHOR-RXN RXN0-1342
RXN0-6256 RXN-12864
GLUTATHIONE-REDUCT-NADPH-RXN RXN-12864
RXN-12872 RXN-12869
MALTODEG-RXN ABC-16-RXN
RXN0-1741 ABC-16-RXN
MALTACETYLTRAN-RXN ABC-16-RXN
AMYLOMALT-RXN ABC-16-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN R15-RXN
RXN-12539 R15-RXN
RXN0-6678 R15-RXN
3.4.13.21-RXN R15-RXN
3.4.11.1-RXN R15-RXN
3.4.11.4-RXN R15-RXN
3.4.13.9-RXN R15-RXN
3.4.13.18-RXN R15-RXN
RXN0-3241 R15-RXN
RXN0-5052 R15-RXN
RXN0-5051 R15-RXN
RXN-12863 RXN-12862
RXN-12861 RXN-12862
RXN-12869 RXN-12862
RIBONUCLEOSIDE-DIP-REDUCTI-RXN 1.8.4.8-RXN
RXN0-279 1.8.4.8-RXN
RXN-8315 1.8.4.8-RXN
THIOREDOXIN-REDUCT-NADPH-RXN 1.8.4.8-RXN
ENTD-RXN 1.8.4.8-RXN
ADPREDUCT-RXN 1.8.4.8-RXN
HOLO-ACP-SYNTH-RXN 1.8.4.8-RXN
1.8.4.12-RXN 1.8.4.8-RXN
RXN0-6385 1.8.4.8-RXN
RXN0-6277 1.8.4.8-RXN
ENTDB-RXN 1.8.4.8-RXN
SULFITE-REDUCTASE-FERREDOXIN-RXN 1.8.4.8-RXN
RXN-8668 1.8.4.8-RXN
SULFITE-REDUCT-RXN 1.8.4.8-RXN
METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN METHYLENETHFDEHYDROG-NADP-RXN
THYMIDYLATESYN-RXN METHYLENETHFDEHYDROG-NADP-RXN
1.5.1.20-RXN METHYLENETHFDEHYDROG-NADP-RXN
RXN-6321 METHYLENETHFDEHYDROG-NADP-RXN
GLYOHMETRANS-RXN METHYLENETHFDEHYDROG-NADP-RXN
RXN0-1382 RXN-12863
IGPSYN-RXN PRAISOM-RXN
REDUCEDFE-S-RXN DMK-FE-RXN
FMN-OX-RXN DMK-FE-RXN
DMKCYT-RXN DMK-FE-RXN
FAD-OX-RXN DMK-FE-RXN
RXN0-5108 GMP-SYN-NH3-RXN
GMP-REDUCT-RXN GMP-SYN-NH3-RXN
COBALAMINSYN-RXN GMP-SYN-NH3-RXN
RXN-7609 GMP-SYN-NH3-RXN
GUANYL-KIN-RXN GMP-SYN-NH3-RXN
GUANPRIBOSYLTRAN-RXN GMP-SYN-NH3-RXN
RXN-12870 RXN-12861
RXN0-703 RXN-12861
TRANS-RXN0-235 RXN-12861
RXN0-4641 N-ACETYLGLUCOSAMINE-KINASE-RXN
NANE-RXN N-ACETYLGLUCOSAMINE-KINASE-RXN
NAG6PDEACET-RXN N-ACETYLGLUCOSAMINE-KINASE-RXN
DSBBPROT-RXN DISULFOXRED-RXN
3.1.13.3-RXN 3.1.11.2-RXN
RXN0-4223 3.1.11.2-RXN
RXN0-4961 3.1.11.2-RXN
DNA-DIRECTED-DNA-POLYMERASE-RXN 3.1.11.2-RXN
3.1.26.4-RXN 3.1.11.2-RXN
3.1.21.7-RXN 3.1.11.2-RXN
3.6.1.19-RXN 3.1.11.2-RXN
3.1.21.3-RXN 3.1.11.2-RXN
RXN0-6525 3.1.11.2-RXN
3.1.13.5-RXN 3.1.11.2-RXN
3.1.11.1-RXN 3.1.11.2-RXN
RXN0-4223 TRNA-NUCLEOTIDYLTRANSFERASE-RXN
DNA-DIRECTED-RNA-POLYMERASE-RXN TRNA-NUCLEOTIDYLTRANSFERASE-RXN
RXN0-4701 TRNA-NUCLEOTIDYLTRANSFERASE-RXN
RXN0-5361 TRNA-NUCLEOTIDYLTRANSFERASE-RXN
2.7.7.8-RXN TRNA-NUCLEOTIDYLTRANSFERASE-RXN
NUCLEOSIDE-DIPHOSPHATASE-RXN TRNA-NUCLEOTIDYLTRANSFERASE-RXN
RXN0-0 RXN0-4721
ACNEULY-RXN RXN0-4721
TRANS-RXN-25 RXN0-4721
ISOCHORSYN-RXN CHORISMATE-SYNTHASE-RXN
PABASYN-RXN CHORISMATE-SYNTHASE-RXN
CHORPYRLY-RXN CHORISMATE-SYNTHASE-RXN
CHORISMATEMUT-RXN CHORISMATE-SYNTHASE-RXN
ANTHRANSYN-RXN CHORISMATE-SYNTHASE-RXN
RXN0-268 PROPKIN-RXN
PROPIONATE--COA-LIGASE-RXN PROPKIN-RXN
TRANS-RXN-68 LYSDECARBOX-RXN
RXN0-5217 LYSDECARBOX-RXN
TRANS-RXN0-212 LYSDECARBOX-RXN
RXN0-3201 3.4.23.43-RXN
3.5.1.28-RXN 3.4.23.43-RXN
3.4.11.1-RXN 3.4.23.43-RXN
3.4.21.92-RXN 3.4.23.43-RXN
RXN0-5103 3.4.23.43-RXN
3.4.21.87-RXN 3.4.23.43-RXN
RXN0-3261 3.4.23.43-RXN
RXN0-5052 3.4.23.43-RXN
RXN0-5051 3.4.23.43-RXN
RXN0-5204 3.4.23.43-RXN
3.4.24.70-RXN 3.4.23.43-RXN
3.4.21.53-RXN 3.4.23.43-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.23.43-RXN
3.4.24.55-RXN 3.4.23.43-RXN
3.4.21.102-RXN 3.4.23.43-RXN
ABC-22-RXN 3.4.23.43-RXN
3.4.21.83-RXN 3.4.23.43-RXN
3.4.11.9-RXN 3.4.23.43-RXN
RXN0-3221 3.4.23.43-RXN
RXN0-5199 RXN0-1321
RXN0-1342 RXN0-1321
GUANINE-DEAMINASE-RXN RXN0-1321
DEOXYGUANPHOSPHOR-RXN RXN0-1321
GUANPRIBOSYLTRAN-RXN RXN0-1321
RXN0-2602 3.1.21.2-RXN
RXN0-2584 3.1.21.2-RXN
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN RXN-10981
THTOREDUCT-RXN RXN-10981
RXN0-1 RXN-10981
RXN-11319 RXN-10981
GLYCOLATEDEHYDRO-RXN RXN-10981
RXN-12120 RXN-10981
SELENOCYSTEINE-LYASE-RXN RXN-10981
1.2.99.7-RXN RXN-10981
RXN0-6371 RXN-10981
HYDROXYLAMINE-REDUCTASE-RXN RXN-10981
RXN0-6461 RXN-10981
CROBETREDUCT-RXN RXN-10981
RXN-3523 RXN-10981
RXN0-2101 RXN-10981
DIACYLGLYKIN-RXN CDPDIGLYPYPHOSPHA-RXN
RXN0-5128 CDPDIGLYPYPHOSPHA-RXN
RXN-11832 CDPDIGLYPYPHOSPHA-RXN
RXN0-4461 CDPDIGLYPYPHOSPHA-RXN
PHOSPHAGLYPSYN-RXN CDPDIGLYPYPHOSPHA-RXN
CDPDIGLYSYN-RXN CDPDIGLYPYPHOSPHA-RXN
PHOSPHASERSYN-RXN CDPDIGLYPYPHOSPHA-RXN
KDOTRANS2-RXN CDPDIGLYPYPHOSPHA-RXN
KDOTRANS-RXN CDPDIGLYPYPHOSPHA-RXN
RXN-12198 CDPDIGLYPYPHOSPHA-RXN
UDPSUGARHYDRO-RXN ADPSUGPPHOSPHAT-RXN
TRANS-RXN-69 ABC-25-RXN
PUTTRANSAM-RXN ABC-25-RXN
RXN0-3901 ABC-25-RXN
TRANS-RXN0-211 ABC-25-RXN
SPERMIDINESYN-RXN ABC-25-RXN
RXN0-1863 RXN0-1861
3.4.23.43-RXN 3.4.24.55-RXN
RXN0-3201 3.4.24.55-RXN
RXN0-5194 3.4.24.55-RXN
3.4.11.1-RXN 3.4.24.55-RXN
3.4.21.92-RXN 3.4.24.55-RXN
RXN0-5052 3.4.24.55-RXN
RXN0-5051 3.4.24.55-RXN
RXN0-5204 3.4.24.55-RXN
3.4.21.53-RXN 3.4.24.55-RXN
3.1.3.16-RXN 3.4.24.55-RXN
RXN0-3221 3.4.24.55-RXN
3.5.1.28-RXN 3.4.24.55-RXN
RXN0-6366 3.4.24.55-RXN
RXN0-5103 3.4.24.55-RXN
3.4.21.87-RXN 3.4.24.55-RXN
LEUCYLTRANSFERASE-RXN 3.4.24.55-RXN
RXN0-3261 3.4.24.55-RXN
GAMMA-GLUTAMYLTRANSFERASE-RXN 3.4.24.55-RXN
3.4.24.70-RXN 3.4.24.55-RXN
PROTEIN-KINASE-RXN 3.4.24.55-RXN
3.4.21.102-RXN 3.4.24.55-RXN
ABC-22-RXN 3.4.24.55-RXN
3.4.21.83-RXN 3.4.24.55-RXN
3.4.11.9-RXN 3.4.24.55-RXN
DIAMINOPIMEPIM-RXN SUCCDIAMINOPIMDESUCC-RXN
SUCCINYLDIAMINOPIMTRANS-RXN SUCCDIAMINOPIMDESUCC-RXN
BASS-RXN BASR-RXN
GCVMULTI-RXN RXN0-1862
GART-RXN RXN0-1862
GCVT-RXN RXN0-1862
DIHYDROFOLATEREDUCT-RXN RXN0-1862
FORMATETHFLIG-RXN RXN0-1862
RXN0-3521 RXN0-1862
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN RXN0-1862
AICARTRANSFORM-RXN RXN0-1862
RXN-2881 RXN0-1862
GLYOHMETRANS-RXN RXN0-1862
HOMOCYSMETB12-RXN RXN0-1862
RXN0-1862 RXN0-1863
3.4.23.43-RXN 3.5.1.28-RXN
RXN0-3201 3.5.1.28-RXN
3.4.11.1-RXN 3.5.1.28-RXN
3.4.21.92-RXN 3.5.1.28-RXN
RXN0-17 3.5.1.28-RXN
RXN0-5103 3.5.1.28-RXN
